ResponseId,LanguageHaveWorkedWith,DevType,skill_list
742,Assembly;Bash/Shell;C;C#;C++;Haskell;HTML/CSS;JavaScript;Kotlin;Lua;PowerShell;Python;Ruby;Rust;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, embedded applications or devices;Developer, game or graphics","['Assembly', 'Bash/Shell', 'C', 'C#', 'C++', 'Haskell', 'HTML/CSS', 'JavaScript', 'Kotlin', 'Lua', 'PowerShell', 'Python', 'Ruby', 'Rust', 'SQL', 'TypeScript']"
743,C,Student;Cloud infrastructure engineer,['C']
744,Bash/Shell;C#;Dart;HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;Python;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Student;Developer, game or graphics;Designer","['Bash/Shell', 'C#', 'Dart', 'HTML/CSS', 'JavaScript', 'Kotlin', 'PHP', 'PowerShell', 'Python', 'TypeScript']"
745,Bash/Shell;C;C++;Haskell;Java;Python;Rust,"Developer, back-end;Student;Educator;Academic researcher;Scientist;System administrator","['Bash/Shell', 'C', 'C++', 'Haskell', 'Java', 'Python', 'Rust']"
746,C++;Go;Haskell;Lua;Rust,"Developer, back-end;Database administrator","['C++', 'Go', 'Haskell', 'Lua', 'Rust']"
747,Rust,"Developer, back-end",['Rust']
748,C#;COBOL;F#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,"Developer, back-end;Developer, desktop or enterprise applications;Product manager","['C#', 'COBOL', 'F#', 'HTML/CSS', 'Java', 'JavaScript', 'PowerShell', 'SQL', 'TypeScript']"
750,C#;Java;SQL,"Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Database administrator;Data or business analyst","['C#', 'Java', 'SQL']"
752,Assembly;Bash/Shell;Haskell;Python;Rust;Scala;TypeScript,"Engineer, data;Developer, back-end","['Assembly', 'Bash/Shell', 'Haskell', 'Python', 'Rust', 'Scala', 'TypeScript']"
753,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;Python,Cloud infrastructure engineer;System administrator;Security professional,"['Bash/Shell', 'C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Python']"
754,C;C++;Python;Rust,"Developer, back-end;Developer, desktop or enterprise applications","['C', 'C++', 'Python', 'Rust']"
755,C++;OCaml,Other (please specify):,"['C++', 'OCaml']"
756,Bash/Shell;Haskell;HTML/CSS;Lua;Python;TypeScript,"Developer, front-end","['Bash/Shell', 'Haskell', 'HTML/CSS', 'Lua', 'Python', 'TypeScript']"
757,Bash/Shell;C;C#;C++;Go;Java;LISP;Python;Ruby;SQL,"Developer, back-end;Database administrator;Data or business analyst","['Bash/Shell', 'C', 'C#', 'C++', 'Go', 'Java', 'LISP', 'Python', 'Ruby', 'SQL']"
758,C#,"Developer, back-end",['C#']
759,Assembly;Bash/Shell;C;C++;Groovy;Java;JavaScript;LISP;Perl;Python;Rust;TypeScript,"Engineer, site reliability;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Developer, embedded applications or devices","['Assembly', 'Bash/Shell', 'C', 'C++', 'Groovy', 'Java', 'JavaScript', 'LISP', 'Perl', 'Python', 'Rust', 'TypeScript']"
760,Bash/Shell;JavaScript;SQL;TypeScript,"Developer, full-stack;Engineering manager","['Bash/Shell', 'JavaScript', 'SQL', 'TypeScript']"
761,C#;HTML/CSS;JavaScript;SQL;TypeScript,"Developer, full-stack;Developer, back-end;Database administrator;DevOps specialist;Cloud infrastructure engineer;Data or business analyst;Designer;Security professional","['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']"
762,Bash/Shell;Perl;Python;Rust;SQL;TypeScript,"Developer, back-end","['Bash/Shell', 'Perl', 'Python', 'Rust', 'SQL', 'TypeScript']"
763,Bash/Shell;Elixir;Go;HTML/CSS;JavaScript;PHP;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;System administrator","['Bash/Shell', 'Elixir', 'Go', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL']"
764,Bash/Shell;C;Go;HTML/CSS;JavaScript;Lua;Perl;PHP;Python;Rust;SQL,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test","['Bash/Shell', 'C', 'Go', 'HTML/CSS', 'JavaScript', 'Lua', 'Perl', 'PHP', 'Python', 'Rust', 'SQL']"
765,Bash/Shell;HTML/CSS;Java;Python;SQL,Scientist,"['Bash/Shell', 'HTML/CSS', 'Java', 'Python', 'SQL']"
766,C;C++;Clojure;JavaScript;Python,Other (please specify):,"['C', 'C++', 'Clojure', 'JavaScript', 'Python']"
767,Bash/Shell;C;Go;Java;Lua;Python;SQL,"Developer, back-end;Developer, desktop or enterprise applications;System administrator","['Bash/Shell', 'C', 'Go', 'Java', 'Lua', 'Python', 'SQL']"
768,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;Rust,"Developer, back-end","['Bash/Shell', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Perl', 'PHP', 'PowerShell', 'Python', 'Rust']"
769,C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,"Developer, full-stack","['C#', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript']"
770,C#;HTML/CSS;JavaScript;PowerShell;Rust;SQL;TypeScript,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Cloud infrastructure engineer","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Rust', 'SQL', 'TypeScript']"
771,Bash/Shell;C;C++;Elixir;Fortran;Java;JavaScript;Python;Rust,Student,"['Bash/Shell', 'C', 'C++', 'Elixir', 'Fortran', 'Java', 'JavaScript', 'Python', 'Rust']"
772,HTML/CSS;JavaScript;Python;TypeScript,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'Python', 'TypeScript']"
773,Go;HTML/CSS;JavaScript;Python;Rust,"Developer, full-stack;DevOps specialist;Cloud infrastructure engineer","['Go', 'HTML/CSS', 'JavaScript', 'Python', 'Rust']"
774,JavaScript;SQL;TypeScript,"Developer, full-stack","['JavaScript', 'SQL', 'TypeScript']"
775,Go;Python;Rust,Cloud infrastructure engineer;Security professional,"['Go', 'Python', 'Rust']"
776,TypeScript,"Developer, full-stack",['TypeScript']
777,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;Rust;TypeScript,"Developer, front-end;Developer, full-stack;Developer, mobile;Engineering manager;DevOps specialist;System administrator","['Bash/Shell', 'C', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'Rust', 'TypeScript']"
778,Bash/Shell;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'PowerShell', 'Python', 'Rust', 'TypeScript']"
779,Lua;Python;Rust,"Developer, embedded applications or devices","['Lua', 'Python', 'Rust']"
780,HTML/CSS;JavaScript;PHP;SQL;TypeScript,"Developer, front-end;Developer, full-stack","['HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'TypeScript']"
781,Bash/Shell;Haskell;HTML/CSS;Java;JavaScript;Python;Rust;SQL,"Developer, back-end;DevOps specialist;Cloud infrastructure engineer","['Bash/Shell', 'Haskell', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'Rust', 'SQL']"
782,C;Java;Python;Rust,"Developer, front-end;Developer, embedded applications or devices;Developer, game or graphics","['C', 'Java', 'Python', 'Rust']"
783,Java;Python,"Engineer, site reliability","['Java', 'Python']"
784,Bash/Shell;C;C++;Haskell;Java;Python;Rust;SQL,"DevOps specialist;Developer, embedded applications or devices","['Bash/Shell', 'C', 'C++', 'Haskell', 'Java', 'Python', 'Rust', 'SQL']"
785,C#,"Developer, back-end",['C#']
787,Assembly;Bash/Shell;C;HTML/CSS;JavaScript;Python;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Developer, embedded applications or devices;Designer;System administrator","['Assembly', 'Bash/Shell', 'C', 'HTML/CSS', 'JavaScript', 'Python', 'SQL']"
788,Go;Python;Rust,"Developer, back-end","['Go', 'Python', 'Rust']"
789,Bash/Shell;JavaScript;PHP;SQL;TypeScript,"Developer, back-end;Engineering manager","['Bash/Shell', 'JavaScript', 'PHP', 'SQL', 'TypeScript']"
791,Bash/Shell;C;C#;C++;Go;Groovy;Java;Python,"Developer, QA or test","['Bash/Shell', 'C', 'C#', 'C++', 'Go', 'Groovy', 'Java', 'Python']"
792,Bash/Shell;Go;HTML/CSS;Perl;PHP;PowerShell;Python;R;VBA,Security professional,"['Bash/Shell', 'Go', 'HTML/CSS', 'Perl', 'PHP', 'PowerShell', 'Python', 'R', 'VBA']"
793,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL,"Developer, back-end;Developer, desktop or enterprise applications","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'SQL']"
796,COBOL;HTML/CSS;Java;Perl;SQL,"Developer, back-end","['COBOL', 'HTML/CSS', 'Java', 'Perl', 'SQL']"
797,Java;JavaScript;Kotlin;Rust;SQL;TypeScript,"Developer, full-stack","['Java', 'JavaScript', 'Kotlin', 'Rust', 'SQL', 'TypeScript']"
798,Bash/Shell;C;C++;Go;Java;JavaScript;Python;Rust,Cloud infrastructure engineer,"['Bash/Shell', 'C', 'C++', 'Go', 'Java', 'JavaScript', 'Python', 'Rust']"
799,C#;PowerShell;Python;Rust;SQL,Student;Other (please specify):,"['C#', 'PowerShell', 'Python', 'Rust', 'SQL']"
800,Go;HTML/CSS;JavaScript;Lua;Python;Rust;TypeScript,"Data scientist or machine learning specialist;Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;System administrator","['Go', 'HTML/CSS', 'JavaScript', 'Lua', 'Python', 'Rust', 'TypeScript']"
801,Bash/Shell;C++;Python;Rust,"Developer, embedded applications or devices","['Bash/Shell', 'C++', 'Python', 'Rust']"
802,C++;Go;Python,"Developer, back-end","['C++', 'Go', 'Python']"
803,JavaScript,"Developer, front-end;Developer, full-stack",['JavaScript']
804,C;C++;HTML/CSS;Kotlin;Python;Rust,"Data scientist or machine learning specialist;Developer, back-end;Student;Academic researcher;Scientist","['C', 'C++', 'HTML/CSS', 'Kotlin', 'Python', 'Rust']"
805,Assembly;C++;Java;Python;SQL,"Developer, back-end","['Assembly', 'C++', 'Java', 'Python', 'SQL']"
806,Bash/Shell;Go;Java;Rust;TypeScript,DevOps specialist;Cloud infrastructure engineer,"['Bash/Shell', 'Go', 'Java', 'Rust', 'TypeScript']"
807,C++;HTML/CSS;JavaScript;Lua;PHP;PowerShell;Python;Rust;SQL,"Developer, back-end;Developer, game or graphics","['C++', 'HTML/CSS', 'JavaScript', 'Lua', 'PHP', 'PowerShell', 'Python', 'Rust', 'SQL']"
808,Rust;SQL;TypeScript,"Engineer, data;Developer, back-end;Data or business analyst;Blockchain","['Rust', 'SQL', 'TypeScript']"
809,Go;JavaScript;Rust,"Developer, back-end","['Go', 'JavaScript', 'Rust']"
810,Bash/Shell;C#;HTML/CSS;JavaScript;PHP;SQL,Other (please specify):,"['Bash/Shell', 'C#', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL']"
811,Bash/Shell;Go;Java;JavaScript;Kotlin;Python,"Engineer, site reliability;DevOps specialist;Cloud infrastructure engineer;System administrator","['Bash/Shell', 'Go', 'Java', 'JavaScript', 'Kotlin', 'Python']"
812,Bash/Shell;C#;PowerShell;Python;SQL,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications","['Bash/Shell', 'C#', 'PowerShell', 'Python', 'SQL']"
813,C++;Java;JavaScript;Kotlin;Lua;Python;Rust,Other (please specify):,"['C++', 'Java', 'JavaScript', 'Kotlin', 'Lua', 'Python', 'Rust']"
815,Bash/Shell;C;C++;HTML/CSS;JavaScript;LISP;Python;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Educator;Academic researcher;Developer, game or graphics","['Bash/Shell', 'C', 'C++', 'HTML/CSS', 'JavaScript', 'LISP', 'Python', 'SQL', 'TypeScript']"
816,Java;Kotlin,"Developer, back-end","['Java', 'Kotlin']"
817,C#;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Rust;Scala;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist","['C#', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'PHP', 'Python', 'Rust', 'Scala', 'TypeScript']"
818,C++;Python;Rust,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;DevOps specialist","['C++', 'Python', 'Rust']"
819,Bash/Shell;Clojure;HTML/CSS;JavaScript;OCaml;SQL,"Developer, full-stack;Educator;Engineering manager;Project manager;Product manager","['Bash/Shell', 'Clojure', 'HTML/CSS', 'JavaScript', 'OCaml', 'SQL']"
820,C;C++;HTML/CSS;JavaScript;Python;Rust;SQL,"Developer, back-end;Developer, desktop or enterprise applications","['C', 'C++', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'SQL']"
821,Bash/Shell;Clojure;Dart;HTML/CSS;JavaScript;SQL,"Developer, full-stack;Developer, back-end","['Bash/Shell', 'Clojure', 'Dart', 'HTML/CSS', 'JavaScript', 'SQL']"
822,APL;HTML/CSS;JavaScript,"Developer, full-stack;Developer, back-end;Educator;Designer","['APL', 'HTML/CSS', 'JavaScript']"
824,Bash/Shell;C;C#;Go;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,"Developer, full-stack;Database administrator;Project manager","['Bash/Shell', 'C', 'C#', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Rust', 'SQL', 'TypeScript']"
827,Bash/Shell;C++;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,"Engineer, site reliability;Developer, back-end;Cloud infrastructure engineer","['Bash/Shell', 'C++', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'SQL', 'TypeScript']"
829,Bash/Shell;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Engineering manager;Database administrator;DevOps specialist;Cloud infrastructure engineer;Senior Executive (C-Suite, VP, etc.)","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP', 'Rust', 'SQL', 'TypeScript']"
830,HTML/CSS;Java;PHP;Rust;SQL;TypeScript,"Developer, back-end;Cloud infrastructure engineer","['HTML/CSS', 'Java', 'PHP', 'Rust', 'SQL', 'TypeScript']"
833,Assembly;Bash/Shell;C;Python;Rust,"Developer, desktop or enterprise applications;Developer, embedded applications or devices","['Assembly', 'Bash/Shell', 'C', 'Python', 'Rust']"
834,C#;Python;Rust;TypeScript,"Developer, full-stack;Developer, game or graphics;Project manager","['C#', 'Python', 'Rust', 'TypeScript']"
835,Bash/Shell;C++;Go;Java;Python;Rust;SQL,Cloud infrastructure engineer,"['Bash/Shell', 'C++', 'Go', 'Java', 'Python', 'Rust', 'SQL']"
836,Assembly;Bash/Shell;C;C++;Go;Haskell;JavaScript;MATLAB;Python;Rust,Student;Academic researcher;Scientist,"['Assembly', 'Bash/Shell', 'C', 'C++', 'Go', 'Haskell', 'JavaScript', 'MATLAB', 'Python', 'Rust']"
839,Bash/Shell;C#;Clojure;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,"Developer, full-stack","['Bash/Shell', 'C#', 'Clojure', 'HTML/CSS', 'JavaScript', 'Ruby', 'SQL', 'TypeScript']"
840,Bash/Shell;C#;Java;Kotlin;PowerShell;Python;SQL,"Developer, back-end;Developer, QA or test;Cloud infrastructure engineer","['Bash/Shell', 'C#', 'Java', 'Kotlin', 'PowerShell', 'Python', 'SQL']"
841,APL;Assembly;Go;HTML/CSS;JavaScript;Kotlin;PHP;Python;Ruby;Rust;Solidity;SQL,"Developer, full-stack;Academic researcher","['APL', 'Assembly', 'Go', 'HTML/CSS', 'JavaScript', 'Kotlin', 'PHP', 'Python', 'Ruby', 'Rust', 'Solidity', 'SQL']"
842,Bash/Shell;Go;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;TypeScript,"Developer, full-stack;Engineering manager;Database administrator;DevOps specialist;Cloud infrastructure engineer;System administrator","['Bash/Shell', 'Go', 'HTML/CSS', 'JavaScript', 'PHP', 'Python', 'Rust', 'SQL', 'TypeScript']"
843,Bash/Shell;Elixir;HTML/CSS;JavaScript;Kotlin;Python,"Developer, full-stack","['Bash/Shell', 'Elixir', 'HTML/CSS', 'JavaScript', 'Kotlin', 'Python']"
844,C;C#;C++;F#;Rust,"Developer, back-end;Developer, desktop or enterprise applications;Developer, game or graphics","['C', 'C#', 'C++', 'F#', 'Rust']"
845,Dart;HTML/CSS;JavaScript;Kotlin;PHP;Rust;TypeScript,"Developer, full-stack;Developer, mobile","['Dart', 'HTML/CSS', 'JavaScript', 'Kotlin', 'PHP', 'Rust', 'TypeScript']"
846,C#;TypeScript,"Developer, full-stack","['C#', 'TypeScript']"
847,C#;HTML/CSS;JavaScript;SQL,"Developer, full-stack;Database administrator;Project manager","['C#', 'HTML/CSS', 'JavaScript', 'SQL']"
850,Bash/Shell;C;C++;Go;JavaScript;Python;Rust;SQL,"Data scientist or machine learning specialist;Engineer, data;Engineer, site reliability;Developer, back-end;Developer, QA or test;Engineering manager;Database administrator;Developer, embedded applications or devices;Developer, game or graphics;Project manager;Cloud infrastructure engineer;Product manager;System administrator","['Bash/Shell', 'C', 'C++', 'Go', 'JavaScript', 'Python', 'Rust', 'SQL']"
852,Assembly;C#;C++;HTML/CSS;Java;JavaScript;SQL;VBA,"Developer, desktop or enterprise applications;Educator;Academic researcher;Developer, game or graphics;Scientist","['Assembly', 'C#', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'SQL', 'VBA']"
853,C#;Go;Groovy;Python;SQL;TypeScript,"Engineer, data;Developer, back-end;Cloud infrastructure engineer","['C#', 'Go', 'Groovy', 'Python', 'SQL', 'TypeScript']"
854,JavaScript;Python;Rust,"Developer, back-end;Data or business analyst","['JavaScript', 'Python', 'Rust']"
855,Assembly;C#;C++;JavaScript;Rust;TypeScript,"Developer, back-end;Cloud infrastructure engineer","['Assembly', 'C#', 'C++', 'JavaScript', 'Rust', 'TypeScript']"
856,C#;PowerShell;SQL;TypeScript,"Developer, full-stack;Developer, desktop or enterprise applications","['C#', 'PowerShell', 'SQL', 'TypeScript']"
858,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,"Developer, full-stack","['Bash/Shell', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'Rust', 'SQL', 'TypeScript']"
859,Bash/Shell;Go;JavaScript;Lua;Python;Ruby;SQL;TypeScript,"Developer, back-end;Engineering manager;DevOps specialist;Cloud infrastructure engineer","['Bash/Shell', 'Go', 'JavaScript', 'Lua', 'Python', 'Ruby', 'SQL', 'TypeScript']"
860,Go;JavaScript;Python;Rust;SQL;TypeScript,"Developer, full-stack;Student;Educator","['Go', 'JavaScript', 'Python', 'Rust', 'SQL', 'TypeScript']"
861,Java;JavaScript;Python;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist","['Java', 'JavaScript', 'Python', 'SQL', 'TypeScript']"
863,C;Haskell;HTML/CSS;JavaScript;Rust;TypeScript,"Developer, front-end;Developer, full-stack","['C', 'Haskell', 'HTML/CSS', 'JavaScript', 'Rust', 'TypeScript']"
865,HTML/CSS;JavaScript;Rust;SQL;TypeScript,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'Rust', 'SQL', 'TypeScript']"
866,Java;JavaScript,"Developer, front-end","['Java', 'JavaScript']"
867,Assembly;C;HTML/CSS;Java;JavaScript;Python;Rust,"Student;Academic researcher;Developer, embedded applications or devices;Security professional","['Assembly', 'C', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'Rust']"
869,Python;SQL,"Engineer, data","['Python', 'SQL']"
870,Assembly;Bash/Shell;C;C#;C++;PowerShell;Rust;TypeScript,"Developer, desktop or enterprise applications;Developer, game or graphics","['Assembly', 'Bash/Shell', 'C', 'C#', 'C++', 'PowerShell', 'Rust', 'TypeScript']"
871,COBOL;Rust;SQL,"Developer, back-end","['COBOL', 'Rust', 'SQL']"
872,Bash/Shell;C++;Java;JavaScript;SQL,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Engineering manager;Database administrator;Project manager;Product manager;System administrator","['Bash/Shell', 'C++', 'Java', 'JavaScript', 'SQL']"
873,HTML/CSS;Rust,Student,"['HTML/CSS', 'Rust']"
874,Go;Python,"Developer, back-end","['Go', 'Python']"
875,Bash/Shell;Clojure;Dart;HTML/CSS;JavaScript;PHP;Ruby;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile;DevOps specialist;System administrator","['Bash/Shell', 'Clojure', 'Dart', 'HTML/CSS', 'JavaScript', 'PHP', 'Ruby', 'SQL']"
878,Bash/Shell;C;C#;C++;Java;Perl;PowerShell;Python;Rust;SQL,"Engineer, site reliability;Developer, back-end;System administrator","['Bash/Shell', 'C', 'C#', 'C++', 'Java', 'Perl', 'PowerShell', 'Python', 'Rust', 'SQL']"
879,Clojure;Java,"Developer, full-stack","['Clojure', 'Java']"
880,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,"Developer, full-stack","['Bash/Shell', 'C#', 'HTML/CSS', 'Java', 'JavaScript', 'Rust', 'SQL', 'TypeScript']"
882,HTML/CSS;JavaScript;TypeScript,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'TypeScript']"
883,Bash/Shell;Go;Python,"Engineer, site reliability;Developer, back-end;DevOps specialist","['Bash/Shell', 'Go', 'Python']"
884,HTML/CSS;JavaScript;PHP;SQL,"Developer, back-end","['HTML/CSS', 'JavaScript', 'PHP', 'SQL']"
885,Bash/Shell;C;HTML/CSS;Java;JavaScript;Python;R;Rust;Scala;TypeScript,"Data scientist or machine learning specialist;Engineer, data;Developer, full-stack;Developer, desktop or enterprise applications;Academic researcher;System administrator","['Bash/Shell', 'C', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'R', 'Rust', 'Scala', 'TypeScript']"
887,C#;C++;Lua;PowerShell;Python,"Developer, full-stack;Developer, desktop or enterprise applications;Project manager","['C#', 'C++', 'Lua', 'PowerShell', 'Python']"
888,Haskell;HTML/CSS;JavaScript;Kotlin;PHP;Python;R;Rust;SQL;TypeScript,"Developer, full-stack","['Haskell', 'HTML/CSS', 'JavaScript', 'Kotlin', 'PHP', 'Python', 'R', 'Rust', 'SQL', 'TypeScript']"
890,C;HTML/CSS;JavaScript;PHP;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, embedded applications or devices","['C', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL']"
892,Bash/Shell;C#;Clojure;Go;Groovy;Java;Kotlin;Python;SQL,"Developer, back-end","['Bash/Shell', 'C#', 'Clojure', 'Go', 'Groovy', 'Java', 'Kotlin', 'Python', 'SQL']"
893,C;C++;JavaScript;Python;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Designer","['C', 'C++', 'JavaScript', 'Python', 'SQL']"
894,HTML/CSS;JavaScript,"Developer, front-end","['HTML/CSS', 'JavaScript']"
896,HTML/CSS;JavaScript;PHP;TypeScript,"Developer, full-stack;Developer, back-end","['HTML/CSS', 'JavaScript', 'PHP', 'TypeScript']"
897,Clojure;JavaScript;Python;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile","['Clojure', 'JavaScript', 'Python', 'TypeScript']"
898,Java,"Developer, back-end",['Java']
899,Haskell;Java;Rust,"Developer, back-end;Student;Developer, embedded applications or devices","['Haskell', 'Java', 'Rust']"
900,C#;HTML/CSS;JavaScript;PowerShell;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Database administrator;Designer","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL']"
903,Go;Rust,"Developer, back-end","['Go', 'Rust']"
905,Bash/Shell;HTML/CSS;JavaScript;MATLAB;Python,Student;Other (please specify):,"['Bash/Shell', 'HTML/CSS', 'JavaScript', 'MATLAB', 'Python']"
906,JavaScript;Lua;PHP;SQL;TypeScript,"Engineer, site reliability;DevOps specialist;Senior Executive (C-Suite, VP, etc.)","['JavaScript', 'Lua', 'PHP', 'SQL', 'TypeScript']"
909,C#;Clojure;Elixir;F#;HTML/CSS;JavaScript;PowerShell;SQL,"Developer, full-stack;Engineering manager","['C#', 'Clojure', 'Elixir', 'F#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL']"
912,C++;HTML/CSS;JavaScript;Python;Rust;TypeScript,"Developer, full-stack","['C++', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'TypeScript']"
913,Assembly;C;JavaScript;Python;Rust,Academic researcher;Security professional,"['Assembly', 'C', 'JavaScript', 'Python', 'Rust']"
914,HTML/CSS;JavaScript;Swift,"Developer, front-end","['HTML/CSS', 'JavaScript', 'Swift']"
916,Bash/Shell;Python;R;SQL,Product manager,"['Bash/Shell', 'Python', 'R', 'SQL']"
917,Rust;SQL;TypeScript,"Developer, full-stack","['Rust', 'SQL', 'TypeScript']"
918,Bash/Shell;Python;Scala,"Developer, back-end","['Bash/Shell', 'Python', 'Scala']"
919,Assembly;C;C++;HTML/CSS;MATLAB;Rust;VBA,"Developer, full-stack;Student","['Assembly', 'C', 'C++', 'HTML/CSS', 'MATLAB', 'Rust', 'VBA']"
920,Rust,"Developer, front-end;Developer, full-stack;Developer, back-end;Engineering manager;Developer, game or graphics;Scientist;System administrator",['Rust']
921,PowerShell;Python,"Developer, desktop or enterprise applications;Developer, QA or test;Cloud infrastructure engineer","['PowerShell', 'Python']"
923,Bash/Shell;C;C#;C++;Lua;Python;Rust,Student;Other (please specify):;Scientist,"['Bash/Shell', 'C', 'C#', 'C++', 'Lua', 'Python', 'Rust']"
924,Bash/Shell;Python;Rust,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Cloud infrastructure engineer","['Bash/Shell', 'Python', 'Rust']"
926,C;C++;Go;JavaScript;Python;Rust;SQL;TypeScript,"Developer, back-end","['C', 'C++', 'Go', 'JavaScript', 'Python', 'Rust', 'SQL', 'TypeScript']"
927,Bash/Shell;Go;HTML/CSS;JavaScript;Python;Rust,"Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Developer, embedded applications or devices","['Bash/Shell', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'Rust']"
928,Bash/Shell;C++;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,"Developer, full-stack;Developer, back-end;Developer, QA or test","['Bash/Shell', 'C++', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'Rust', 'SQL', 'TypeScript']"
929,Go;Java;JavaScript;Kotlin;Rust;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Blockchain","['Go', 'Java', 'JavaScript', 'Kotlin', 'Rust', 'SQL']"
931,JavaScript;Python;TypeScript,"Developer, full-stack;Developer, desktop or enterprise applications","['JavaScript', 'Python', 'TypeScript']"
932,Bash/Shell;C;C++;Go;Java;JavaScript;PHP;Python,"Developer, full-stack;Developer, desktop or enterprise applications;Student;Database administrator;Developer, embedded applications or devices;System administrator","['Bash/Shell', 'C', 'C++', 'Go', 'Java', 'JavaScript', 'PHP', 'Python']"
933,Bash/Shell;C++;Go;HTML/CSS;Java;JavaScript;MATLAB;Python;R;Rust;SQL;TypeScript,"Developer, full-stack;Student","['Bash/Shell', 'C++', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'MATLAB', 'Python', 'R', 'Rust', 'SQL', 'TypeScript']"
